satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,id_employee,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion
3,3,4,4,3,727,3,Non,15%,32,F,11159,Célibataire,Consulting,Directeur Technique,3,7,0,0,6,3,2,Infra & Cloud,Occasionnel,7
4,3,1,4,3,728,3,Non,12%,47,M,4960,Célibataire,Commercial,Cadre Commercial,2,7,0,0,2,14,4,Marketing,Occasionnel,1
4,2,1,3,3,729,4,Oui,21%,40,M,10475,Marié(e),Commercial,Cadre Commercial,5,18,0,1,2,5,4,Infra & Cloud,Frequent,1
3,4,3,3,3,730,3,Non,19%,53,M,14814,Marié(e),Consulting,Directeur Technique,3,5,0,0,3,7,3,Infra & Cloud,Occasionnel,1
2,2,4,2,2,731,3,Non,15%,41,M,19141,Divorcé(e),Ressources Humaines,Senior Manager,3,21,0,3,2,10,4,Ressources Humaines,Occasionnel,12
1,3,1,4,3,732,3,Non,14%,60,M,5405,Célibataire,Commercial,Cadre Commercial,8,2,0,0,1,16,4,Marketing,Occasionnel,2
4,3,1,3,2,733,4,Non,21%,27,M,8793,Divorcé(e),Consulting,Tech Lead,1,9,0,2,4,10,2,Infra & Cloud,Frequent,1
4,2,3,2,3,734,3,Non,12%,41,M,19189,Marié(e),Ressources Humaines,Senior Manager,1,22,0,1,3,1,3,Ressources Humaines,Occasionnel,2
4,3,2,4,3,738,3,Non,15%,50,M,3875,Marié(e),Commercial,Représentant Commercial,7,2,0,1,2,8,4,Marketing,Occasionnel,2
1,1,2,4,3,741,3,Oui,13%,28,F,2216,Célibataire,Consulting,Assistant de Direction,7,7,1,0,4,1,2,Infra & Cloud,Occasionnel,3
1,4,1,1,3,742,3,Non,14%,36,F,11713,Marié(e),Consulting,Directeur Technique,9,8,0,1,2,8,3,Infra & Cloud,Aucun,0
3,3,3,4,4,743,3,Oui,14%,38,F,7861,Célibataire,Consulting,Tech Lead,4,1,0,0,4,1,3,Infra & Cloud,Occasionnel,0
1,1,3,3,3,744,3,Non,14%,44,M,3708,Célibataire,Consulting,Consultant,2,5,0,0,5,24,3,Transformation Digitale,Aucun,1
4,3,3,4,2,746,3,Oui,12%,47,F,13770,Divorcé(e),Commercial,Cadre Commercial,9,22,0,2,2,3,3,Transformation Digitale,Frequent,11
3,3,4,4,2,747,4,Non,23%,30,M,5304,Divorcé(e),Commercial,Cadre Commercial,7,8,0,1,2,27,5,Marketing,Occasionnel,7
3,3,3,3,3,749,3,Non,11%,29,M,2642,Célibataire,Commercial,Représentant Commercial,1,1,0,0,6,10,3,Infra & Cloud,Occasionnel,0
3,4,3,4,3,752,3,Oui,12%,42,M,2759,Divorcé(e),Consulting,Assistant de Direction,6,2,1,0,2,19,3,Transformation Digitale,Frequent,2
4,2,4,3,3,754,3,Non,18%,43,M,6804,Marié(e),Commercial,Cadre Commercial,3,2,0,1,5,15,3,Infra & Cloud,Frequent,2
2,3,3,4,3,757,3,Non,11%,34,F,6142,Célibataire,Consulting,Manager,3,5,0,0,2,8,2,Transformation Digitale,Occasionnel,4
2,3,1,4,4,758,3,Non,14%,23,M,2500,Marié(e),Consulting,Consultant,1,4,0,1,2,9,1,Transformation Digitale,Occasionnel,0
3,4,2,3,1,760,3,Non,15%,39,F,6389,Marié(e),Ressources Humaines,Ressources Humaines,9,8,0,1,3,3,3,Ressources Humaines,Occasionnel,3
3,3,4,3,2,762,3,Non,11%,56,M,11103,Marié(e),Consulting,Manager,7,10,0,0,1,9,3,Transformation Digitale,Occasionnel,1
4,2,4,4,2,763,4,Oui,20%,40,F,2342,Célibataire,Consulting,Assistant de Direction,0,4,0,0,2,2,1,Transformation Digitale,Occasionnel,2
4,2,1,1,1,764,3,Non,19%,27,F,6811,Célibataire,Consulting,Manager,8,7,0,0,2,7,3,Transformation Digitale,Occasionnel,0
4,3,2,4,3,766,3,Non,14%,29,M,2297,Divorcé(e),Commercial,Représentant Commercial,1,2,0,2,2,10,3,Marketing,Occasionnel,2
4,3,4,4,3,769,3,Non,17%,53,M,2450,Célibataire,Consulting,Consultant,2,2,0,0,4,6,3,Infra & Cloud,Occasionnel,2
4,3,1,1,4,771,3,Non,11%,35,F,5093,Divorcé(e),Consulting,Manager,2,1,0,1,2,2,4,Infra & Cloud,Aucun,0
1,3,4,4,3,772,3,Non,15%,32,M,5309,Marié(e),Consulting,Consultant,1,10,0,2,2,24,4,Infra & Cloud,Frequent,4
4,3,3,2,1,773,3,Oui,13%,38,M,3057,Marié(e),Consulting,Assistant de Direction,6,1,0,1,0,2,5,Transformation Digitale,Occasionnel,0
2,3,1,3,3,775,3,Non,14%,34,F,5121,Divorcé(e),Consulting,Tech Lead,3,0,0,1,3,8,5,Infra & Cloud,Occasionnel,0
3,2,1,1,4,776,3,Non,11%,52,M,16856,Marié(e),Commercial,Senior Manager,1,34,0,0,3,3,4,Marketing,Occasionnel,1
4,3,4,3,2,780,3,Oui,13%,33,M,2686,Célibataire,Consulting,Assistant de Direction,1,10,1,0,2,1,4,Autre,Occasionnel,7
3,3,4,2,2,781,4,Non,23%,25,F,6180,Célibataire,Commercial,Cadre Commercial,1,6,0,0,5,26,1,Transformation Digitale,Occasionnel,1
2,1,3,1,3,783,3,Non,13%,45,M,6632,Célibataire,Commercial,Représentant Commercial,0,8,0,0,3,2,2,Entrepreunariat,Occasionnel,3
1,4,3,4,3,784,3,Non,18%,23,M,3505,Célibataire,Consulting,Assistant de Direction,1,2,0,0,3,10,1,Transformation Digitale,Occasionnel,0
2,4,3,4,3,785,3,Oui,12%,47,F,6397,Célibataire,Commercial,Cadre Commercial,4,5,1,0,2,27,2,Infra & Cloud,Frequent,1
4,3,4,3,3,786,4,Non,22%,34,M,6274,Célibataire,Commercial,Cadre Commercial,1,6,0,0,5,2,3,Autre,Occasionnel,1
4,3,1,4,3,787,3,Oui,13%,55,M,19859,Marié(e),Consulting,Senior Manager,5,5,1,1,2,2,3,Transformation Digitale,Occasionnel,1
1,2,1,2,3,789,3,Non,15%,36,M,7587,Célibataire,Commercial,Cadre Commercial,1,10,0,0,1,8,4,Infra & Cloud,Aucun,0
4,3,4,1,3,791,3,Non,18%,52,M,4258,Marié(e),Consulting,Assistant de Direction,0,4,0,1,3,19,4,Transformation Digitale,Aucun,1
1,1,4,1,3,792,3,Non,14%,26,F,4364,Divorcé(e),Consulting,Consultant,3,2,0,1,2,1,2,Infra & Cloud,Frequent,2
2,3,3,1,2,793,3,Non,12%,29,F,4335,Marié(e),Consulting,Manager,4,8,0,1,3,27,3,Transformation Digitale,Occasionnel,1
4,2,1,3,2,796,3,Non,17%,26,M,5326,Célibataire,Commercial,Cadre Commercial,6,4,1,0,2,8,3,Entrepreunariat,Occasionnel,1
2,4,4,3,3,797,3,Non,16%,34,F,3280,Célibataire,Consulting,Assistant de Direction,2,4,0,0,2,1,4,Infra & Cloud,Occasionnel,1
4,3,1,2,3,799,3,Oui,11%,54,F,5485,Divorcé(e),Consulting,Tech Lead,9,5,0,2,4,19,4,Transformation Digitale,Occasionnel,1
3,3,4,2,3,800,3,Non,19%,27,M,4342,Marié(e),Commercial,Cadre Commercial,0,4,0,1,3,8,1,Marketing,Frequent,1
4,3,1,2,2,802,3,Oui,13%,37,F,2782,Divorcé(e),Consulting,Assistant de Direction,0,5,0,2,3,10,1,Infra & Cloud,Occasionnel,4
1,4,1,4,3,803,3,Oui,12%,38,F,5980,Célibataire,Consulting,Tech Lead,6,15,0,0,2,2,4,Infra & Cloud,Frequent,4
3,2,1,3,3,804,3,Non,11%,34,F,4381,Célibataire,Consulting,Assistant de Direction,1,6,0,0,3,2,4,Transformation Digitale,Occasionnel,1
1,3,4,2,2,805,3,Non,16%,35,F,2572,Marié(e),Commercial,Représentant Commercial,1,3,0,1,1,8,4,Infra & Cloud,Occasionnel,0
4,1,3,3,3,806,4,Non,21%,30,M,3833,Marié(e),Consulting,Consultant,3,2,0,2,2,1,3,Infra & Cloud,Occasionnel,0
3,4,2,4,3,807,4,Non,24%,40,F,4244,Marié(e),Consulting,Manager,1,8,0,1,2,2,2,Transformation Digitale,Frequent,3
3,3,1,2,3,808,3,Non,17%,34,F,6500,Marié(e),Commercial,Cadre Commercial,5,3,0,1,1,8,2,Infra & Cloud,Occasionnel,1
2,3,4,2,2,809,3,Non,13%,42,M,18430,Divorcé(e),Consulting,Senior Manager,1,24,0,1,4,8,3,Infra & Cloud,Frequent,14
3,4,1,3,3,811,4,Oui,21%,23,M,1601,Marié(e),Consulting,Consultant,1,0,1,2,2,6,3,Infra & Cloud,Occasionnel,0
3,2,2,3,3,812,3,Non,11%,24,M,2694,Divorcé(e),Consulting,Consultant,1,1,0,3,4,9,3,Infra & Cloud,Aucun,0
4,3,3,2,3,813,4,Non,20%,52,F,3149,Marié(e),Consulting,Consultant,8,5,0,1,3,11,4,Infra & Cloud,Occasionnel,1
3,3,3,4,3,815,3,Non,16%,50,M,17639,Marié(e),Consulting,Directeur Technique,5,4,0,0,3,2,3,Transformation Digitale,Occasionnel,0
2,2,1,4,3,816,3,Oui,11%,29,F,2319,Marié(e),Consulting,Consultant,1,1,1,1,1,1,2,Infra & Cloud,Occasionnel,0
3,3,3,4,4,817,3,Non,11%,33,M,11691,Marié(e),Consulting,Directeur Technique,0,13,0,0,3,7,3,Transformation Digitale,Occasionnel,3
1,3,1,3,3,819,3,Non,15%,33,F,5324,Célibataire,Commercial,Cadre Commercial,5,3,1,0,3,16,3,Marketing,Occasionnel,0
3,3,4,3,2,820,3,Oui,11%,47,F,16752,Marié(e),Consulting,Senior Manager,1,26,0,1,3,2,2,Autre,Occasionnel,3
3,3,2,1,3,823,3,Non,15%,36,F,5228,Marié(e),Consulting,Tech Lead,0,9,0,1,2,1,3,Autre,Occasionnel,0
3,4,3,3,3,824,4,Non,24%,29,M,2700,Marié(e),Consulting,Assistant de Direction,1,10,0,1,3,23,2,Infra & Cloud,Occasionnel,0
4,3,2,4,3,825,3,Oui,12%,58,M,19246,Célibataire,Consulting,Directeur Technique,7,31,1,0,2,2,4,Infra & Cloud,Occasionnel,13
4,4,3,3,3,826,3,Non,13%,35,F,2506,Célibataire,Consulting,Assistant de Direction,3,2,0,0,0,1,4,Infra & Cloud,Occasionnel,2
4,2,4,4,3,827,3,Oui,13%,42,F,6062,Marié(e),Consulting,Tech Lead,9,4,0,1,4,1,2,Infra & Cloud,Occasionnel,0
3,3,3,4,2,828,3,Non,17%,28,M,4382,Célibataire,Consulting,Assistant de Direction,6,2,1,0,3,2,4,Transformation Digitale,Occasionnel,2
3,3,2,2,3,829,3,Non,13%,36,M,2143,Marié(e),Ressources Humaines,Ressources Humaines,4,5,0,1,2,13,3,Ressources Humaines,Occasionnel,0
3,2,3,3,3,830,3,Non,12%,32,F,6162,Marié(e),Consulting,Tech Lead,1,14,0,1,3,4,3,Infra & Cloud,Occasionnel,6
1,2,3,4,3,832,3,Non,14%,40,M,5094,Célibataire,Consulting,Consultant,6,1,0,0,6,16,4,Transformation Digitale,Frequent,0
3,2,4,2,2,833,4,Oui,24%,30,F,6877,Célibataire,Consulting,Tech Lead,5,0,0,0,4,2,3,Transformation Digitale,Occasionnel,0
2,2,3,4,3,834,3,Non,14%,45,F,2274,Célibataire,Consulting,Assistant de Direction,1,1,0,0,3,2,3,Infra & Cloud,Occasionnel,0
2,3,2,4,2,836,3,Non,13%,42,M,4434,Marié(e),Consulting,Tech Lead,1,9,0,1,3,29,3,Infra & Cloud,Occasionnel,7
1,2,1,3,2,837,3,Non,15%,38,M,6288,Divorcé(e),Consulting,Manager,2,4,0,1,3,12,3,Infra & Cloud,Frequent,1
3,2,4,3,3,838,3,Non,16%,34,F,2553,Célibataire,Consulting,Assistant de Direction,1,5,0,0,3,16,4,Infra & Cloud,Frequent,1
3,3,4,1,4,840,3,Non,18%,49,F,7654,Marié(e),Commercial,Cadre Commercial,1,9,1,2,3,11,3,Marketing,Occasionnel,7
3,3,4,3,2,842,3,Non,16%,55,M,5160,Célibataire,Commercial,Cadre Commercial,4,9,1,0,3,2,1,Transformation Digitale,Occasionnel,7
2,3,1,3,3,843,4,Non,24%,43,M,17159,Marié(e),Consulting,Directeur Technique,6,4,0,1,3,14,2,Infra & Cloud,Occasionnel,1
3,2,4,2,3,844,3,Oui,16%,27,M,12808,Divorcé(e),Consulting,Directeur Technique,1,9,0,1,3,5,1,Entrepreunariat,Occasionnel,0
3,3,3,2,4,845,4,Non,21%,35,M,10221,Célibataire,Consulting,Tech Lead,3,8,0,0,3,7,3,Autre,Occasionnel,1
2,3,2,1,3,846,4,Oui,20%,28,F,4779,Marié(e),Commercial,Cadre Commercial,1,8,0,0,2,2,4,Marketing,Occasionnel,7
3,3,4,3,1,847,3,Non,19%,34,M,3737,Marié(e),Ressources Humaines,Ressources Humaines,0,3,0,1,1,3,2,Ressources Humaines,Occasionnel,0
3,2,3,1,3,848,3,Oui,14%,26,F,2366,Marié(e),Consulting,Assistant de Direction,1,8,1,1,2,5,2,Transformation Digitale,Frequent,1
4,3,4,3,2,850,3,Non,11%,27,M,1706,Marié(e),Consulting,Assistant de Direction,1,0,0,3,6,3,3,Transformation Digitale,Aucun,0
1,3,3,3,2,851,3,Non,14%,51,F,16307,Marié(e),Commercial,Senior Manager,2,20,0,1,2,26,4,Marketing,Occasionnel,4
4,3,2,4,2,852,3,Non,12%,44,M,5933,Célibataire,Consulting,Manager,9,5,0,0,2,4,3,Transformation Digitale,Occasionnel,2
1,4,1,3,2,854,3,Non,13%,25,M,3424,Célibataire,Consulting,Assistant de Direction,7,4,0,0,3,2,1,Transformation Digitale,Occasionnel,0
1,4,1,1,3,855,4,Non,22%,33,M,4037,Divorcé(e),Commercial,Cadre Commercial,1,9,0,1,5,1,3,Transformation Digitale,Occasionnel,0
3,2,1,4,2,856,3,Non,11%,35,F,2559,Célibataire,Consulting,Assistant de Direction,1,6,0,0,3,27,1,Transformation Digitale,Occasionnel,1
2,3,4,4,2,857,3,Oui,14%,36,M,6201,Marié(e),Commercial,Cadre Commercial,1,18,0,1,1,1,2,Infra & Cloud,Occasionnel,4
2,3,4,3,2,859,3,Non,11%,32,M,4403,Divorcé(e),Commercial,Cadre Commercial,2,5,0,1,3,13,4,Infra & Cloud,Occasionnel,0
2,2,4,2,2,861,3,Non,12%,30,M,3761,Divorcé(e),Consulting,Assistant de Direction,9,5,0,1,3,5,4,Infra & Cloud,Frequent,0
1,2,4,4,3,862,3,Oui,18%,53,F,10934,Marié(e),Commercial,Cadre Commercial,7,5,0,1,3,7,2,Marketing,Occasionnel,0
4,3,1,3,3,864,3,Oui,12%,45,M,10761,Divorcé(e),Commercial,Cadre Commercial,4,5,0,1,2,9,3,Marketing,Occasionnel,0
3,4,3,3,2,865,3,Non,12%,32,F,5175,Marié(e),Consulting,Assistant de Direction,5,5,0,1,3,8,2,Transformation Digitale,Occasionnel,1
3,2,4,3,3,867,4,Non,22%,52,F,13826,Marié(e),Consulting,Tech Lead,3,9,0,0,3,25,4,Transformation Digitale,Frequent,0
4,2,3,4,3,868,3,Non,19%,37,M,6334,Divorcé(e),Commercial,Cadre Commercial,4,1,0,2,2,16,4,Marketing,Occasionnel,0
2,2,4,4,3,869,3,Non,13%,28,M,4936,Divorcé(e),Ressources Humaines,Ressources Humaines,1,5,0,1,6,8,2,Transformation Digitale,Occasionnel,0
4,2,4,1,1,872,4,Non,22%,22,M,4775,Marié(e),Consulting,Tech Lead,6,2,0,2,2,1,2,Infra & Cloud,Occasionnel,2
1,4,4,3,2,874,4,Oui,24%,44,M,2818,Marié(e),Consulting,Consultant,2,3,0,1,2,8,4,Infra & Cloud,Occasionnel,0
2,3,4,4,3,875,3,Oui,14%,42,M,2515,Célibataire,Consulting,Assistant de Direction,5,2,0,0,2,2,1,Transformation Digitale,Frequent,2
1,2,1,3,3,878,4,Non,21%,36,M,2342,Marié(e),Ressources Humaines,Ressources Humaines,0,5,0,0,3,8,3,Infra & Cloud,Occasionnel,0
3,3,1,4,3,879,3,Oui,18%,25,M,4194,Marié(e),Commercial,Cadre Commercial,1,5,0,0,3,3,1,Autre,Occasionnel,0
4,2,3,2,3,880,4,Oui,20%,35,F,10685,Marié(e),Consulting,Tech Lead,1,17,0,1,2,9,3,Infra & Cloud,Occasionnel,5
4,3,2,1,2,881,3,Oui,19%,35,F,2022,Divorcé(e),Consulting,Assistant de Direction,1,10,1,1,3,25,4,Infra & Cloud,Frequent,7
4,3,4,2,3,882,3,Non,12%,32,M,2314,Divorcé(e),Consulting,Consultant,0,3,0,1,2,1,3,Infra & Cloud,Aucun,0
3,2,1,1,4,885,3,Non,12%,25,M,4256,Marié(e),Commercial,Cadre Commercial,1,5,0,0,1,4,1,Marketing,Occasionnel,0
3,3,1,2,3,887,3,Non,16%,49,F,3580,Marié(e),Consulting,Assistant de Direction,2,4,0,1,2,1,3,Entrepreunariat,Occasionnel,0
1,2,4,4,2,888,3,Non,17%,24,M,3162,Marié(e),Consulting,Consultant,0,5,0,0,2,4,1,Infra & Cloud,Aucun,3
2,3,2,4,3,889,3,Non,14%,32,M,6524,Marié(e),Commercial,Cadre Commercial,1,10,0,1,3,5,2,Infra & Cloud,Frequent,5
2,2,2,4,3,893,3,Non,19%,38,M,2899,Marié(e),Commercial,Représentant Commercial,0,2,0,1,3,9,3,Marketing,Occasionnel,1
3,4,4,2,2,894,3,Oui,13%,42,F,5231,Marié(e),Consulting,Consultant,2,5,0,1,1,3,3,Infra & Cloud,Occasionnel,1
4,3,4,2,3,895,3,Oui,19%,31,M,2356,Marié(e),Consulting,Assistant de Direction,3,6,0,1,2,11,4,Infra & Cloud,Occasionnel,0
2,2,3,3,3,896,3,Oui,19%,29,F,2800,Divorcé(e),Commercial,Représentant Commercial,6,3,1,3,3,1,3,Transformation Digitale,Occasionnel,0
1,3,4,3,3,897,3,Non,14%,53,M,11836,Marié(e),Commercial,Cadre Commercial,5,2,0,1,3,8,3,Marketing,Occasionnel,2
4,2,2,1,3,899,3,Non,16%,35,M,10903,Marié(e),Consulting,Tech Lead,3,13,0,0,2,25,3,Entrepreunariat,Occasionnel,4
3,3,4,2,3,900,3,Non,15%,37,F,2973,Marié(e),Commercial,Représentant Commercial,5,5,0,1,3,21,2,Transformation Digitale,Frequent,0
4,3,4,3,3,901,3,Non,18%,53,F,14275,Célibataire,Consulting,Directeur Technique,6,12,0,0,0,23,4,Infra & Cloud,Occasionnel,3
4,3,4,2,2,902,3,Non,13%,43,F,5562,Marié(e),Consulting,Manager,4,5,0,1,2,1,3,Infra & Cloud,Frequent,2
3,3,4,1,3,903,4,Oui,22%,47,F,4537,Marié(e),Commercial,Cadre Commercial,0,7,0,1,2,2,2,Marketing,Occasionnel,7
1,3,2,4,3,904,3,Oui,13%,37,M,7642,Célibataire,Commercial,Cadre Commercial,1,10,0,0,2,19,2,Transformation Digitale,Aucun,0
1,3,1,4,3,905,3,Non,11%,50,M,17924,Divorcé(e),Consulting,Senior Manager,1,31,0,1,3,2,4,Infra & Cloud,Aucun,14
4,2,4,3,3,909,3,Non,11%,39,F,5204,Marié(e),Ressources Humaines,Ressources Humaines,8,5,0,2,2,2,3,Infra & Cloud,Occasionnel,0
4,3,2,3,4,910,3,Oui,11%,33,M,2277,Divorcé(e),Ressources Humaines,Ressources Humaines,3,4,0,1,4,3,2,Ressources Humaines,Occasionnel,0
1,3,4,3,1,911,4,Oui,24%,32,M,2795,Célibataire,Consulting,Consultant,1,1,1,0,2,25,4,Infra & Cloud,Occasionnel,0
1,2,4,3,3,912,3,Non,14%,29,F,2532,Divorcé(e),Consulting,Consultant,6,4,0,3,5,7,1,Transformation Digitale,Occasionnel,0
2,3,1,4,3,913,3,Oui,13%,44,M,2559,Marié(e),Consulting,Assistant de Direction,1,8,0,0,0,9,2,Infra & Cloud,Occasionnel,7
1,3,4,2,3,916,3,Non,14%,28,M,4908,Célibataire,Commercial,Cadre Commercial,1,4,0,0,3,5,4,Transformation Digitale,Occasionnel,0
4,2,4,4,2,918,3,Oui,14%,58,M,2380,Divorcé(e),Consulting,Consultant,9,1,1,1,3,2,1,Infra & Cloud,Frequent,0
1,3,2,3,4,920,4,Non,21%,43,F,4765,Divorcé(e),Consulting,Tech Lead,4,1,0,1,2,8,3,Infra & Cloud,Occasionnel,0
3,2,3,4,2,922,3,Non,13%,20,F,2044,Célibataire,Commercial,Représentant Commercial,1,2,1,0,3,2,3,Transformation Digitale,Occasionnel,0
4,3,4,1,2,923,3,Non,19%,21,F,2693,Célibataire,Consulting,Assistant de Direction,1,1,1,0,3,18,1,Autre,Occasionnel,0
3,3,4,1,2,924,3,Oui,17%,36,M,6586,Marié(e),Consulting,Manager,0,16,0,1,2,14,1,Infra & Cloud,Occasionnel,4
4,2,4,1,2,925,3,Oui,18%,47,F,3294,Célibataire,Commercial,Représentant Commercial,1,3,0,0,3,2,4,Infra & Cloud,Occasionnel,1
2,3,3,1,4,926,3,Oui,19%,22,F,4171,Marié(e),Consulting,Tech Lead,0,3,1,1,3,3,1,Infra & Cloud,Occasionnel,0
2,1,4,3,2,927,3,Oui,13%,41,F,2778,Divorcé(e),Consulting,Consultant,4,7,1,1,1,2,4,Infra & Cloud,Occasionnel,1
3,3,3,2,3,930,3,Non,18%,28,F,2377,Divorcé(e),Consulting,Assistant de Direction,5,2,0,1,2,9,3,Transformation Digitale,Occasionnel,2
4,3,1,4,1,932,4,Oui,21%,39,M,2404,Marié(e),Consulting,Consultant,7,2,1,0,2,6,3,Transformation Digitale,Occasionnel,2
2,3,3,3,3,933,3,Non,19%,27,F,2318,Célibataire,Consulting,Assistant de Direction,1,1,0,0,2,4,3,Infra & Cloud,Occasionnel,0
2,3,2,2,3,934,3,Non,14%,34,M,2008,Divorcé(e),Consulting,Consultant,1,1,0,2,3,10,3,Infra & Cloud,Occasionnel,1
3,2,3,1,3,936,3,Non,17%,42,F,6244,Célibataire,Commercial,Cadre Commercial,7,5,0,0,6,14,2,Transformation Digitale,Occasionnel,0
3,2,1,2,3,939,3,Oui,11%,33,M,2799,Célibataire,Consulting,Assistant de Direction,3,3,0,0,1,1,4,Autre,Occasionnel,0
3,2,2,4,3,940,3,Oui,13%,58,F,10552,Divorcé(e),Consulting,Manager,2,6,0,1,3,5,3,Entrepreunariat,Occasionnel,0
2,2,3,2,4,941,3,Non,15%,31,M,2329,Marié(e),Commercial,Représentant Commercial,3,7,0,0,2,7,4,Infra & Cloud,Occasionnel,5
4,3,4,4,1,942,4,Oui,25%,35,F,4014,Marié(e),Consulting,Manager,1,10,0,1,2,21,1,Infra & Cloud,Occasionnel,0
1,3,2,3,2,944,3,Non,11%,49,F,7403,Marié(e),Consulting,Consultant,4,26,0,1,3,8,2,Autre,Occasionnel,1
4,3,3,1,2,945,3,Non,17%,48,M,2259,Marié(e),Consulting,Assistant de Direction,4,0,0,2,2,20,4,Transformation Digitale,Occasionnel,0
4,3,3,4,2,947,3,Non,13%,31,F,6932,Marié(e),Commercial,Cadre Commercial,1,9,0,1,2,20,2,Marketing,Aucun,0
2,3,4,3,3,949,3,Non,18%,36,M,4678,Célibataire,Consulting,Assistant de Direction,2,6,0,0,6,7,4,Autre,Occasionnel,0
4,3,1,2,3,950,3,Non,13%,38,F,13582,Marié(e),Consulting,Directeur Technique,1,15,0,1,3,1,3,Entrepreunariat,Occasionnel,5
3,2,2,3,3,951,4,Non,20%,32,F,2332,Marié(e),Consulting,Consultant,6,3,0,0,3,1,3,Infra & Cloud,Aucun,0
3,2,2,3,3,952,3,Oui,18%,25,M,2413,Marié(e),Commercial,Représentant Commercial,1,1,1,3,2,19,2,Marketing,Occasionnel,0
1,2,2,2,2,954,3,Non,12%,40,M,9705,Divorcé(e),Commercial,Cadre Commercial,2,1,0,1,2,10,4,Marketing,Occasionnel,0
3,2,1,2,3,956,3,Non,12%,26,M,4294,Célibataire,Commercial,Cadre Commercial,1,7,0,0,2,1,3,Transformation Digitale,Frequent,0
4,3,1,3,3,957,3,Oui,13%,41,M,4721,Célibataire,Consulting,Consultant,2,18,0,0,3,6,3,Transformation Digitale,Occasionnel,2
3,3,3,3,3,958,4,Non,21%,36,M,2519,Célibataire,Consulting,Consultant,4,11,0,0,6,2,4,Transformation Digitale,Occasionnel,3
4,2,2,2,4,959,3,Oui,13%,19,M,2121,Célibataire,Commercial,Représentant Commercial,1,1,1,0,3,21,3,Autre,Occasionnel,0
1,3,1,2,3,960,3,Non,19%,20,M,2973,Célibataire,Consulting,Consultant,1,1,1,0,2,4,3,Entrepreunariat,Occasionnel,0
4,3,4,3,1,961,3,Oui,11%,31,F,5855,Marié(e),Consulting,Manager,0,9,0,2,2,12,3,Transformation Digitale,Occasionnel,8
4,3,2,4,3,964,3,Oui,14%,40,M,3617,Divorcé(e),Consulting,Assistant de Direction,8,1,0,1,2,9,4,Transformation Digitale,Frequent,0
3,3,1,3,4,966,3,Non,12%,32,F,6725,Marié(e),Consulting,Tech Lead,1,8,0,1,2,3,4,Transformation Digitale,Occasionnel,6
3,2,4,1,3,967,3,Oui,11%,36,M,10325,Marié(e),Commercial,Cadre Commercial,1,16,1,1,6,3,1,Infra & Cloud,Occasionnel,3
2,2,4,1,3,969,3,Non,14%,33,F,6949,Célibataire,Consulting,Manager,0,5,0,0,3,1,3,Infra & Cloud,Occasionnel,1
1,2,3,3,1,970,3,Non,11%,37,M,10609,Marié(e),Commercial,Cadre Commercial,5,14,1,0,2,1,4,Infra & Cloud,Occasionnel,11
3,3,2,2,2,972,3,Non,12%,45,M,4447,Marié(e),Consulting,Consultant,1,9,0,0,5,4,2,Infra & Cloud,Aucun,0
3,3,4,2,3,974,3,Non,15%,29,F,2157,Marié(e),Commercial,Représentant Commercial,1,3,0,1,5,20,3,Entrepreunariat,Frequent,0
3,3,3,2,3,975,3,Non,16%,35,F,4601,Marié(e),Commercial,Cadre Commercial,1,5,0,0,3,18,3,Transformation Digitale,Occasionnel,1
4,3,4,2,2,976,3,Non,15%,52,M,17099,Marié(e),Consulting,Senior Manager,2,9,0,1,2,1,2,Infra & Cloud,Occasionnel,7
4,3,3,1,3,977,4,Non,24%,58,M,2479,Célibataire,Consulting,Assistant de Direction,4,1,1,0,4,2,3,Entrepreunariat,Occasionnel,0
3,3,3,3,4,981,3,Non,13%,53,M,14852,Divorcé(e),Commercial,Senior Manager,6,17,0,1,3,2,2,Transformation Digitale,Occasionnel,15
3,3,3,1,4,982,3,Non,11%,30,M,7264,Divorcé(e),Commercial,Cadre Commercial,5,8,0,1,2,8,2,Autre,Occasionnel,7
3,3,4,2,3,983,3,Oui,13%,38,F,5666,Célibataire,Commercial,Cadre Commercial,1,5,0,0,1,10,3,Entrepreunariat,Aucun,1
4,3,4,2,3,984,3,Non,13%,35,M,7823,Divorcé(e),Commercial,Cadre Commercial,6,10,0,1,2,3,4,Infra & Cloud,Occasionnel,0
1,4,3,4,3,985,3,Non,18%,39,M,7880,Célibataire,Commercial,Cadre Commercial,0,8,0,0,3,2,5,Infra & Cloud,Occasionnel,0
2,4,2,4,2,986,3,Oui,16%,40,F,13194,Célibataire,Commercial,Cadre Commercial,4,1,1,0,2,24,3,Infra & Cloud,Aucun,0
3,4,3,3,4,987,3,Oui,19%,47,M,5067,Divorcé(e),Consulting,Tech Lead,1,19,0,0,3,16,4,Transformation Digitale,Frequent,2
1,3,4,4,3,990,3,Non,13%,36,M,5079,Divorcé(e),Commercial,Cadre Commercial,4,7,0,2,3,8,4,Entrepreunariat,Aucun,0
